x_0,y
170.29149667267592,-4.093700301116344
86.0231761427788,-3.2602948795830913
146.67731201567491,-3.894987230952255
128.88764660961294,-3.730687070636565
107.21957977720888,-3.5086745843411355
161.06556660556973,-4.018395008054509
29.169918073691203,-2.2735096077625143
73.90061583839724,-3.0993294519205907
113.0127259264665,-3.5707614780409824
3.4769781369516473,-1.1188856673814769
128.67287156201047,-3.7286136783132275
96.79983737249273,-3.391120846403891
20.44888856944802,-2.019644634854966
40.05015727656102,-2.526890752365988
161.25630477860844,-4.0199806127717395
177.04625571335404,-4.147126722944709
149.72956483612614,-3.92181928881293
141.3551167666902,-3.847295713464641
83.48199894899018,-3.2278697651010075
181.6913002698824,-4.183082549114825
178.27314196498438,-4.1566841966899135
182.62820425631367,-4.19026034553883
77.36308753893941,-3.1469969504274906
2.0860693431882016,-0.9436869970153666
101.66824088773949,-3.447044001029365
12.159178269731207,-1.6983210766167895
55.63968701377697,-2.8195509718570864
136.16592332265506,-3.799629077061929
190.06873116428216,-4.246410247585206
169.2515618646322,-4.085350154556707
33.91217993231545,-2.3905818984247214
151.19201657605467,-3.9345464541461306
9.739149762583455,-1.5772192613436413
59.80883675546509,-2.888285872470998
147.22329634215805,-3.899814082361564
190.38913264736414,-4.248794985543199
184.82782758007187,-4.207016129181878
71.975219955167,-3.072175756292437
84.77499271033209,-3.2444491939605107
154.4824490259407,-3.962884723536158
177.63762931812624,-4.151739031168203
109.78016101308745,-3.5363861298234256
137.95700310590428,-3.816216232919703
24.652097382235084,-2.149494553152568
36.237859304214304,-2.4440264531791067
6.602512035862573,-1.3855476239695061
80.33754828833875,-3.1868227980842256
160.4761620644745,-4.013487368560834
75.78386164256897,-3.1254361750083532
83.27485767740323,-3.2251978165273854
68.06223274483807,-3.015461500159288
97.95460472091044,-3.4045522956318908
37.21922862035816,-2.4658927291686945
48.89755041007238,-2.7007274489946234
143.9013905615374,-3.8702592233104722
179.85467013036782,-4.168939863136259
78.36186155171991,-3.160481886035569
73.35789878704169,-3.091723771345724
183.0534386150495,-4.193510047134556
184.48425756608663,-4.2044077537018305
165.4619006311158,-4.054628421434327
153.57027516826741,-3.955069427668847
121.29591988883635,-3.655951745434146
165.94307933091414,-4.058555030607595
141.26063326685625,-3.846438329138486
114.77052796850047,-3.589179544072069
11.365076500407545,-1.6605138865258462
8.518541465941798,-1.5083662438942962
127.14436670861144,-3.713790763171623
47.99874049703434,-2.6840772099971115
17.982531751750063,-1.934945198014823
35.847713366717706,-2.435223784766429
6.362061209220959,-1.368519547480721
87.33061965353646,-3.2767293509167277
12.197347159038507,-1.7000962875482069
190.3579041099818,-4.248562670273377
160.69182409954905,-4.015284456665191
79.96328195485836,-3.181866305207594
141.67858431807872,-3.850228108837354
191.649762636636,-4.258151927227855
15.42956742066215,-1.8386665457453886
14.078160959642894,-1.7833381467237805
118.7946607175031,-3.6306470484079227
55.81671187822235,-2.8225380615854885
130.03660071036387,-3.741739885985358
116.79318957758905,-3.610141549325217
9.43229324237671,-1.5604774198260236
94.11323943054629,-3.3594534794820916
107.15684895940312,-3.507990178982093
45.23217653510414,-2.631484923173309
199.22109078108096,-4.313503571321852
178.26847496567427,-4.156647923864685
104.79007588535947,-3.4819706736493674
22.61318608148313,-2.0885216242081195
186.45562118427225,-4.219330558503285
61.29257002416637,-2.911975173628998
5.73022885455976,-1.3216274383539104
30.624883866063215,-2.3106981016802774
36.556597632706044,-2.4511712095697193
